xsec
6.52860E+10
8.13730E+10
8.12250E+10
6.54690E+10
7.42640E+10
8.12020E+10
8.12760E+10
8.07740E+10
8.09790E+10
8.08940E+10
8.10100E+10
5.81360E+10
8.09800E+10
8.10690E+10
7.97670E+10
8.11040E+10
8.09680E+10
7.96360E+10
8.09550E+10
6.47890E+10
6.52020E+10
6.06730E+10
6.55840E+10
8.12110E+10
8.07630E+10
6.63350E+10
8.16160E+10
8.04330E+10
6.22950E+10
6.20080E+10
7.91140E+10
6.47640E+10
8.05770E+10
8.10880E+10
8.06690E+10
6.00360E+10
6.76180E+10
8.33300E+10
6.56450E+10
6.21490E+10
8.14060E+10
7.59650E+10
8.02170E+10
8.09850E+10
7.95140E+10
8.07600E+10
7.55460E+10
7.99170E+10
8.04830E+10
8.03960E+10
8.01700E+10
6.93720E+10
8.09080E+10
8.08790E+10
8.00830E+10
6.46530E+10
6.26730E+10
6.51700E+10
7.63690E+10
6.89110E+10
8.88880E+10
7.99560E+10
7.86260E+10
8.09780E+10
8.08420E+10
8.13340E+10
6.13830E+10
8.08650E+10
8.08790E+10
6.27240E+10
6.89360E+10
8.05130E+10
8.13700E+10
8.05610E+10
8.10120E+10
8.05690E+10
7.97060E+10
8.12060E+10
8.13370E+10
8.09030E+10
5.94780E+10
7.86730E+10
8.10890E+10
5.72960E+10
8.07100E+10
8.14420E+10
6.58400E+10
6.83600E+10
6.22620E+10
6.77520E+10
6.57980E+10
7.03150E+10
7.98640E+10
7.17690E+10
8.07940E+10
6.30450E+10
7.72460E+10
6.65980E+10
7.29280E+10
7.37210E+10
6.55560E+10
6.95110E+10
7.04090E+10
8.07110E+10
8.11920E+10
8.10070E+10
8.09490E+10
6.62530E+10
6.96470E+10
7.20390E+10
6.42080E+10
6.96560E+10
8.14790E+10
8.14090E+10
8.06060E+10
8.16030E+10
7.31230E+10
6.25170E+10
6.76530E+10
6.73340E+10
7.04720E+10
7.81550E+10
8.13250E+10
6.42960E+10
6.15280E+10
7.74530E+10
7.96080E+10
8.04450E+10
6.18290E+10
6.10020E+10
7.12730E+10
8.00260E+10
7.50950E+10
8.12850E+10
6.94230E+10
6.47080E+10
8.03390E+10
8.07700E+10
8.26290E+10
8.03620E+10
8.03100E+10
8.10180E+10
7.96610E+10
8.06440E+10
6.39550E+10
6.89010E+10
6.10700E+10
8.14160E+10
6.69270E+10
7.63290E+10
6.67670E+10
8.05290E+10
8.08340E+10
8.05360E+10
6.27400E+10
8.13090E+10
6.24810E+10
6.63940E+10
8.09320E+10
6.52640E+10
8.10610E+10
8.07660E+10
6.91000E+10
7.98270E+10
8.08380E+10
7.07980E+10
8.11360E+10
8.09040E+10
8.12720E+10
6.65700E+10
8.02080E+10
8.12720E+10
5.73170E+10
8.11940E+10
8.03720E+10
8.00830E+10
6.42060E+10
8.09270E+10
6.20320E+10
8.06920E+10
8.02100E+10
5.66190E+10
8.13370E+10
6.06200E+10
8.12570E+10
6.72340E+10
7.99240E+10
6.97040E+10
8.00730E+10
5.76650E+10
8.07800E+10
6.88830E+10
7.14850E+10
8.02760E+10
8.16720E+10
7.91520E+10
8.02030E+10
8.07450E+10
8.08340E+10
8.28540E+10
7.67630E+10
6.01240E+10
8.16230E+10
8.04860E+10
7.67670E+10
8.05680E+10
5.95940E+10
8.12580E+10
6.53420E+10
8.04020E+10
8.04360E+10
7.83990E+10
7.49220E+10
6.58510E+10
6.45630E+10
8.09060E+10
7.77400E+10
8.03440E+10
7.75600E+10
8.07860E+10
8.11640E+10
8.06790E+10
7.04680E+10
7.02250E+10
8.04660E+10
8.09290E+10
8.08990E+10
5.93020E+10
8.10830E+10
6.86510E+10
6.43730E+10
7.11600E+10
