xsec,nevents
1.12765E+11,1.00000E+04
1.13157E+11,1.00000E+04
1.12920E+11,1.00000E+04
1.10808E+11,1.00000E+04
1.13113E+11,1.00000E+04
1.11347E+11,1.00000E+04
1.12879E+11,1.00000E+04
1.13146E+11,1.00000E+04
1.12628E+11,1.00000E+04
1.12689E+11,1.00000E+04
1.12889E+11,1.00000E+04
