xsec
6.87640E+08
6.89020E+08
6.82910E+08
6.87110E+08
6.86040E+08
6.85560E+08
6.90540E+08
6.85450E+08
6.87640E+08
6.92470E+08
6.90680E+08
6.89280E+08
6.86810E+08
6.86190E+08
6.87310E+08
6.85570E+08
6.89330E+08
6.85760E+08
6.89480E+08
6.85920E+08
6.89380E+08
6.88060E+08
6.87340E+08
6.87070E+08
6.85150E+08
6.86540E+08
6.87860E+08
6.84760E+08
6.89420E+08
6.90060E+08
6.89730E+08
6.85680E+08
6.87160E+08
6.92530E+08
6.84220E+08
6.86010E+08
6.87580E+08
6.87580E+08
6.89370E+08
6.89180E+08
6.86860E+08
6.88870E+08
6.88140E+08
6.90230E+08
6.89200E+08
6.88520E+08
6.85980E+08
6.86220E+08
6.85820E+08
6.87600E+08
6.89580E+08
6.86100E+08
6.86950E+08
6.86290E+08
6.86520E+08
6.87550E+08
6.87710E+08
6.86280E+08
6.83160E+08
6.88280E+08
6.86640E+08
6.88800E+08
6.89180E+08
6.89450E+08
6.88190E+08
6.86480E+08
6.84600E+08
6.85710E+08
6.86120E+08
6.87230E+08
6.84220E+08
6.86040E+08
6.86950E+08
6.88390E+08
6.89850E+08
6.89990E+08
6.89300E+08
6.87770E+08
6.88980E+08
6.88290E+08
6.88980E+08
6.88280E+08
6.88230E+08
6.87250E+08
6.84270E+08
6.90670E+08
6.86860E+08
6.86860E+08
6.88460E+08
6.88560E+08
6.83830E+08
6.88750E+08
6.92560E+08
6.85200E+08
6.91890E+08
6.88130E+08
6.85950E+08
6.88300E+08
6.84300E+08
6.86740E+08
6.90170E+08
6.86260E+08
6.89340E+08
6.89090E+08
6.89520E+08
6.84560E+08
6.86350E+08
6.85650E+08
6.88890E+08
6.86090E+08
6.88540E+08
6.89140E+08
6.89580E+08
6.83910E+08
6.86590E+08
6.87220E+08
6.87290E+08
6.88000E+08
6.89740E+08
6.86390E+08
6.88080E+08
6.91530E+08
6.85280E+08
6.88050E+08
6.91550E+08
6.85490E+08
6.87290E+08
6.84790E+08
6.89500E+08
6.89380E+08
6.83120E+08
6.87570E+08
6.85680E+08
6.84540E+08
6.86790E+08
6.89470E+08
6.92740E+08
6.87650E+08
6.87690E+08
6.88040E+08
6.87420E+08
6.86110E+08
6.88780E+08
6.89140E+08
